,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",2013-12-23,0000851968,1878,1.56757,13.08624,1.85084,0.0,0.0, ,0.0, ,0.0,0.0,0.0,118.2387,9.02672,30.04658,27.24384,231.8,24.32825,67.79,20.2429,14444.2,56.45014,8.87256,6.46244,11.89629,8.03623,1.70081,11.50675,22.95518,0.0,1.4538,1.18691,4.66165,7.85963,5.92987,1.03196,1.23819,0.0,69708006.0,0.0,0.0,MHK,23.92601,31.47541,456157.0,456160.0,11615580.0
TAP,Molson Coors Beverage Company,reports,Consumer Staples,Brewers,"Denver, Colorado",1976-06-30,0000024545,"2005 (Molson 1786, Coors 1873)",1.13084,8.37142,0.65787,0.0,0.0, ,0.57,2019-12-13 00:00:00.000,0.0,0.0,0.0,171.6476,0.0,38.50611,41.01232,61.11,2.39816,32.11,57.08063,12391.56,180.4679,4.31943,0.0,9.33418,0.0,0.9853,103.6951,0.0,0.0,1.31133,0.45032,0.0,0.0,0.0,0.0,0.0,0.0,200532624.0,0.0,0.0,TAP,39.11389,65.53399,1899566.0,1899570.0,51089320.0
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012-10-02,0001103982,2012,0.66219,1.85206,0.60777,0.0,1.26,2021-06-29 00:00:00.000,0.315,2021-07-14 00:00:00.000,1.99,0.0,3.46406,32.27057,2.63375,40.97817,40.42859,63.685,14.7449,48.975,62.64451,89002.5,1403.017,12.39293,9.23945,15.8331,14.5987,4.67223,24.39093,24.05695,6.944727,3.28277,0.42667,3.85542,14.33203,5.0997,0.0,4.12874,0.0,1404711224.0,0.0,0.0,MDLZ,41.83894,72.13296,6639757.0,6639760.0,170982340.0
MPWR,Monolithic Power Systems,reports,Information Technology,Semiconductors,"Kirkland, Washington",2021-02-12,0001280452,1997,0.91194,18.12304,4.90892,0.0,2.4,2021-03-30 00:00:00.000,0.6,2021-04-15 00:00:00.000,0.74,0.0,41.23482,24.23677,3.68041,55.43574,55.25131,406.75,0.0,198.946,0.0,14844.43,44.6942,17.84716,18.65048,18.11165,18.64501,14.5255,76.35237,88.15322,2.137834,15.90823,3.97643,15.03073,18.97058,17.27124,9.188,43.04423,0.0,45754000.0,0.0,0.0,MPWR,0.0,0.0,446871.0,446870.0,9121340.0
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",2012-06-28,0000865752,2012 (1935),1.10666,4.34337,4.35295,0.0,0.0, ,0.0, ,0.0,0.0,31.22307,14.20901,2.71036,57.47916,57.51286,99.2399,545.6469,66.62,0.0004,48633.01,375.0378,25.34089,30.2478,33.2964,35.19218,8.90599,32.3697,33.94752,1.087258,10.17351,3.88594,25.33235,30.9945,29.13624,3.97339,10.73523,0.0,528562217.0,0.0,0.0,MNST,0.02987,0.02987,2131247.0,2131250.0,45541190.0
MCO,Moody's Corp,reports,Financials,Financial Exchanges & Data,"New York, New York",0001059556,1909,,1.16738,0.0,2.17967,0.0,2.48,2021-05-19 00:00:00.000,0.62,2021-06-10 00:00:00.000,0.75,0.0,32.97002,51.61937,10.72128,75.4375,73.10333,340.16,26.71875,252.02,312.3153,61566.34,186.5316,46.0,35.66274,53.3125,46.62911,30.32261,27.29004,30.67544,0.930404,10.83724,0.0,17.02092,155.1302,21.45845,24.03101,14.14736,0.0,187200000.0,0.0,0.0,MCO,74.02218,312.3153,731437.0,731440.0,16886750.0
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,"New York, New York",0000895421,1935,,1.54218,7.51133,0.0,0.0,1.4,2021-04-29 00:00:00.000,0.35,2021-05-14 00:00:00.000,1.58,0.0,58.51857,116.6896,7.6191,91.82168,90.78545,88.88,0.0,39.8,179.997,164364.4,1476.763,25.84325,23.99498,33.13492,31.15615,1.676,9.74127,11.59455,0.198135,2.907,0.0,1.28807,14.66258,2.8292,15.08492,8.34307,0.0,1860588915.0,0.0,0.0,MS,84.83826,566.5534,8974442.0,8974440.0,235356460.0
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2011-09-26,0001285785,2004 (1865 / 1909),1.85716,0.0,1.11097,0.0,0.2,2021-03-03 00:00:00.000,0.05,2021-03-18 00:00:00.000,0.56,0.0,170.719,167.9803,2.65402,18.93257,15.8855,38.23,3.73804,11.41,41.25849,13467.2,343.2734,7.21344,12.09712,13.63458,8.63006,1.39893,6.90803,13.36086,0.078262,1.4669,0.55636,5.71332,11.40785,6.96146,0.0,4.27045,0.0,379785585.0,0.0,0.0,MOS,31.40124,46.59712,5765850.0,5765850.0,129639890.0
MSI,Motorola Solutions Inc.,reports,Information Technology,Communications Equipment,"Chicago, Illinois",0000068505,1928 (2011),,0.75999,0.0,1.27367,0.0,2.84,2021-06-14 00:00:00.000,0.71,2021-07-15 00:00:00.000,1.41,0.0,10.53659,25.78954,5.74263,48.50536,48.87148,204.545,7.85366,127.5838,0.0,34293.23,168.718,13.81839,13.27669,16.80767,18.09612,0.0,24.15016,35.19642,3.3404,4.553,1.10242,9.46119,0.0,14.15528,0.0,0.0,0.0,169667685.0,0.0,0.0,MSI,110.1767,0.0,694708.0,694710.0,14999630.0
MSCI,MSCI Inc,reports,Financials,Financial Exchanges & Data,"New York, New York",2018-04-04,0001408198,1969,0.96817,0.0,1.61832,0.0,3.12,2021-05-13 00:00:00.000,0.78,2021-05-28 00:00:00.000,0.68,0.0,23.29701,36.88339,7.68202,82.07026,82.76213,495.16,6.83841,299.09,0.0,37807.49,80.27873,41.13912,36.71052,53.16739,51.009,0.0,51.60516,59.47394,2.552857,21.5178,0.0,15.21744,0.0,20.62823,7.83526,9.59571,0.0,82422647.0,0.0,0.0,MSCI,114.2298,0.0,336151.0,336150.0,8458130.0
NDAQ,"Nasdaq, Inc.",reports,Financials,Financial Exchanges & Data,"New York, New York",2008-10-22,0001120193,1971,0.85317,2.70323,1.01764,0.0,2.16,2021-06-10 00:00:00.000,0.54,2021-06-25 00:00:00.000,1.32,0.0,40.73942,46.5207,6.1559,51.51332,51.51873,166.79,0.0,112.23,86.14972,26889.97,114.1164,18.03874,17.34728,22.09443,22.34222,4.25054,21.59837,26.61999,0.653421,4.53763,0.0,6.1764,17.5307,9.22884,12.9959,29.53005,0.0,164093333.0,0.0,0.0,NDAQ,48.1839,93.01958,715132.0,715130.0,17326170.0
NTAP,NetApp,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",1999-06-25,0001002047,1992,1.25798,0.0,1.67672,0.0,1.92,2021-04-08 00:00:00.000,0.48,2021-04-28 00:00:00.000,2.45,0.0,0.0,0.0,2.63522,66.32653,66.5653,79.695,15.35294,39.96,550.6276,17422.99,221.4718,12.38095,10.59034,17.55102,15.0805,36.51508,21.83332,29.7015,0.0,3.11681,1.64197,7.32265,155.7895,12.34619,3.81356,0.0,0.0,222601147.0,0.0,0.0,NTAP,84.63023,550.6276,1376279.0,1376280.0,37906860.0
NFLX,Netflix Inc.,reports,Communication Services,Movies & Entertainment,"Los Gatos, California",2010-12-20,0001065280,1997,0.75848,36.9002,1.26951,0.0,0.0, ,0.0, ,0.0,0.0,73.24536,139.0365,8.06743,45.99527,43.93632,593.2877,0.0,397.86,115.3404,220765.8,436.7835,23.82588,13.91292,27.35975,21.16916,17.13404,14.8789,61.71606,0.842593,8.36499,0.0,9.76777,34.48818,12.36991,7.80863,23.30733,0.0,443402736.0,0.0,0.0,NFLX,54.70277,120.7641,3470302.0,3470300.0,91142440.0
NWL,Newell Brands,reports,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",1989-04-30,0000814453,1903,0.94486,5.99651,1.3039,0.0,0.92,2021-05-27 00:00:00.000,0.23,2021-06-15 00:00:00.000,3.25,0.0,147.8873,106.8968,1.40588,31.9493,32.62491,30.1,2.9403,12.36,133.8634,12035.99,421.7356,3.88986,6.11015,8.39161,9.66588,3.13838,12.66946,20.12974,0.136115,1.22979,0.73863,4.23468,16.40604,5.46643,0.0,0.0,0.0,425300000.0,0.0,0.0,NWL,58.71913,143.17,2498456.0,2498460.0,52621270.0
NEM,Newmont Corporation,reports,Materials,Gold,"Denver, Colorado",1969-06-30,0001164727,1921,0.26673,6.06117,2.40345,0.0,2.2,2021-06-02 00:00:00.000,0.55,2021-06-17 00:00:00.000,2.99,0.0,0.0,0.0,2.94196,56.58078,58.18629,75.31,7.82759,52.33,24.05414,58909.44,800.0818,17.68802,18.19647,29.80501,27.16322,2.5467,13.30986,24.99354,0.0,4.99741,1.86868,5.3119,10.53569,5.83745,0.0,12.07454,0.0,801161942.0,0.0,0.0,NEM,21.86543,29.031,8386406.0,8386410.0,156053610.0
NWSA,News Corp (Class A),reports,Communication Services,Publishing,"New York, New York",2013-08-01,0001564708,2013 (1980),1.58212,0.0,1.24424,0.0,0.2,2021-03-16 00:00:00.000,0.1,2021-04-14 00:00:00.000,0.76,0.0,93.99348,110.7087,0.0,49.20771,48.5607,27.965,0.0,11.24,12.21299,15403.06,509.7553,4.11135,0.03413,5.95289,1.77495,1.9041,23.09305,0.0,0.0,1.75254,1.16661,0.02012,0.0,0.02692,0.0,0.0,0.0,391181517.0,0.0,0.0,NWSA,11.72034,14.80215,3431010.0,3431010.0,82098000.0
NWS,News Corp (Class B),reports,Communication Services,Publishing,"New York, New York",2015-09-18,0001564708,2013 (1980),1.58212,0.0,1.24424,0.0,0.2,2021-03-16 00:00:00.000,0.1,2021-04-14 00:00:00.000,0.79,0.0,93.99348,110.7087,0.0,49.20771,48.5607,25.89,0.0,11.31,12.21299,15403.06,509.7553,4.11135,0.03413,5.95289,1.77495,1.9041,23.09305,0.0,0.0,1.75254,1.16661,0.02012,0.0,0.02692,0.0,0.0,0.0,199630240.0,0.0,0.0,NWS,11.72034,14.80215,502505.0,3431010.0,82098000.0
NEE,NextEra Energy,reports,Utilities,Multi-Utilities,"Juno Beach, Florida",1976-06-30,0000753308,1984 (1925),0.17541,8.75989,0.52189,0.0,1.54,2021-02-25 00:00:00.000,0.385,2021-03-15 00:00:00.000,2.07,0.0,17.63305,294.4873,2.15859,0.0,0.0,87.69,0.0,56.7882,123.2409,146010.0,1958.987,40.20397,21.31502,17.95491,22.22677,3.90542,18.56924,34.48547,1.955729,8.5336,0.42026,2.88212,11.526,3.4649,0.0,0.0,0.0,1961445060.0,0.0,0.0,NEE,53.52548,140.9064,8327381.0,8327380.0,190516810.0
NLSN,Nielsen Holdings,reports,Industrials,Research & Consulting Services,"New York, New York",2013-07-09,0001492633,1923,1.44654,0.0,1.28091,0.0,0.24,2021-06-02 00:00:00.000,0.06,2021-06-17 00:00:00.000,0.88,0.0,128.9019,90.68878,0.32762,67.90267,58.5985,28.42,3.02381,13.125,197.7158,9733.197,355.2387,12.63036,2.30604,29.31634,11.10118,3.26946,10.33248,82.8704,0.642895,1.73994,0.0,0.98938,4.70026,1.1971,0.0,0.0,0.0,358497131.0,0.0,0.0,NLSN,68.0508,226.8055,3575224.0,3575220.0,86069120.0
NKE,"Nike, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1988-11-30,0000320187,1964,0.85547,0.0,2.77715,0.0,1.1,2021-05-28 00:00:00.000,0.275,2021-07-01 00:00:00.000,0.83,0.0,0.0,68.39732,2.11838,45.62132,43.35835,147.95,26.67188,92.37,78.88693,209598.4,1271.132,13.99054,8.90228,16.14367,10.72013,17.5568,48.94872,62.62333,0.0,5.44313,2.02462,10.9863,32.68497,15.15775,0.0,0.0,0.0,1274955822.0,0.0,0.0,NKE,44.10924,78.92046,5567851.0,5567850.0,149733640.0
NI,NiSource Inc.,reports,Utilities,Multi-Utilities,"Merrillville, Indiana",0001111711,1912,,0.31328,4.04123,0.70546,0.0,0.88,2021-04-29 00:00:00.000,0.22,2021-05-20 00:00:00.000,3.46,0.0,0.0,344.4748,0.3633,44.35446,41.02789,26.6,5.2724,21.09,155.1403,9970.157,390.6909,19.18349,4.47228,28.02795,12.81535,1.97322,11.35295,69.96972,0.0,2.1572,0.59647,0.92303,2.96984,1.08015,27.63006,0.0,0.0,392217046.0,0.0,0.0,NI,61.8443,164.6554,3227962.0,3227960.0,95619000.0
NSC,Norfolk Southern Corp.,reports,Industrials,Railroads,"Norfolk, Virginia",1957-03-04,0000702165,1881/1894 (1980),1.2987,7.4691,1.02401,0.0,3.96,2021-05-06 00:00:00.000,0.99,2021-05-20 00:00:00.000,1.43,0.0,0.0,81.38241,9.04268,52.36832,49.94389,295.14,6.50641,166.0,82.74261,69401.84,249.9702,25.50208,23.51321,38.46154,35.18311,4.73959,20.06413,30.67011,0.0,7.07965,0.91685,6.11609,15.59251,6.50303,2.5651,0.0,0.0,250241009.0,0.0,0.0,NSC,46.28393,86.16404,1070973.0,1070970.0,24984330.0
NTRS,Northern Trust Corp.,reports,Financials,Asset Management & Custody Banks,"Chicago, Illinois",0000073124,1889,,1.10346,8.12663,0.0,0.0,2.8,2021-06-10 00:00:00.000,0.7,2021-07-01 00:00:00.000,2.34,0.0,0.0,9.34398,5.60371,99.95581,100.0131,121.67,0.0,72.64,38.70605,24951.85,207.3722,23.67906,20.07645,31.30484,27.27168,2.35996,14.81877,21.39297,0.0,4.09335,0.0,0.75164,11.37701,5.99903,4.03914,0.0,0.0,208140239.0,0.0,0.0,NTRS,92.78808,1286.593,698349.0,698350.0,20938220.0
NOC,Northrop Grumman,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1985-06-30,0001133421,"1994 (Northrop 1939, Grumman 1930)",0.82258,15.81228,1.46444,0.0,6.28,2021-05-28 00:00:00.000,1.57,2021-06-16 00:00:00.000,1.7,0.0,105.6698,160.4591,27.29835,19.00186,20.07714,378.61,5.43226,282.88,121.2732,59629.69,160.6177,23.97073,12.09556,30.81795,15.9444,5.6655,10.31656,13.57078,0.128426,1.59711,1.36166,10.67284,46.11222,13.66787,0.0,8.94024,0.0,160961208.0,0.0,0.0,NOC,54.88835,121.6722,772705.0,772710.0,21683320.0
NLOK,NortonLifeLock,reports,Information Technology,Application Software,"Tempe, Arizona",2003-03-25,0000849399,1982,0.59695,0.0,0.72004,0.0,0.5,2021-06-08 00:00:00.000,0.125,2021-06-23 00:00:00.000,1.87,0.0,29.7621,52.20137,1.16346,85.26786,85.80949,27.0673,6.54286,17.98,0.0,15548.39,576.0336,30.95238,27.28342,39.58333,35.90749,0.0,18.37871,22.96598,0.771652,6.09502,0.0,9.87514,0.0,14.90683,5.16432,2.4498,0.0,581900648.0,0.0,0.0,NLOK,116.1238,0.0,9648587.0,9648590.0,120095480.0
NCLH,Norwegian Cruise Line Holdings,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2017-10-13,0001513761,2011 (1966),2.87564,0.0,2.08796,0.0,0.0, ,0.0, ,0.0,0.0,0.0,52.7535,0.0,0.0,0.0,34.485,0.0,12.56,278.2951,10617.08,368.3824,0.0,0.0,0.0,0.0,2.42551,0.0,0.0,0.0,293.8902,2.04117,0.0,0.0,0.0,0.0,0.0,0.0,369933035.0,0.0,0.0,NCLH,73.6246,279.1411,17580270.0,17580270.0,493531910.0
NOV,NOV Inc.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2005-03-14,0001021860,1841,2.29412,0.0,2.58325,0.0,0.0, ,0.05,2019-12-20 00:00:00.000,0.0,0.0,90.60081,94.72802,0.0,12.48999,6.70821,18.02,0.0,7.7,37.35485,6316.701,388.6053,0.0,0.0,0.0,0.0,1.24323,0.0,0.0,0.0,1.15775,1.88159,0.0,0.0,0.0,0.0,0.0,0.0,390643228.0,0.0,0.0,NOV,29.01447,41.42885,4666300.0,4666300.0,105901920.0
NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",2010-01-29,0001013871,1992,0.83202,0.0,1.13063,0.0,1.3,2021-04-30 00:00:00.000,0.325,2021-05-17 00:00:00.000,3.84,0.0,0.0,0.0,1.23912,15.165,21.21991,44.075,0.0,28.22,573.83,8277.579,242.4596,0.0,2.0244,0.0,5.25552,5.45519,7.70724,27.29356,0.0,0.54583,1.0761,1.91498,20.11137,2.62214,299.1613,56.74419,0.0,244753963.0,0.0,0.0,NRG,86.27522,628.6091,3140399.0,3140400.0,78633540.0
NUE,Nucor Corp.,reports,Materials,Steel,"Charlotte, North Carolina",1985-04-30,0000073309,1940,1.37665,8.70307,3.50423,0.0,1.62,2021-03-30 00:00:00.000,0.405,2021-05-11 00:00:00.000,1.59,0.0,109.7367,4663.217,5.40074,23.12106,14.95936,107.9,50.41897,38.51,46.06382,30561.58,297.6991,14.07288,8.21626,18.87736,9.9194,2.66978,11.94603,18.91037,0.172325,1.41933,2.0364,9.06369,15.12316,10.71989,33.40431,0.0,0.0,299241954.0,0.0,0.0,NUE,31.04332,46.64862,4865507.0,4865510.0,78874450.0
NVDA,Nvidia Corporation,reports,Information Technology,Semiconductors,"Santa Clara, California",2001-11-30,0001045810,1993,1.37478,26.81698,4.09045,0.0,0.64,2021-03-09 00:00:00.000,0.16,2021-03-31 00:00:00.000,0.11,0.0,52.29842,50.06595,6.88663,63.08215,62.33883,648.566,20.86957,319.87,35.30456,373224.8,597.2731,29.12253,25.97901,30.12193,27.17841,22.00884,68.73385,87.07742,1.665011,22.3823,3.62522,18.79148,29.77627,21.44714,5.86119,52.72944,0.0,622383615.0,0.0,0.0,NVDA,29.18763,41.21826,7860148.0,7860150.0,177732640.0
NVR,"NVR, Inc.",reports,Consumer Discretionary,Homebuilding,"Reston, Virginia",2019-09-26,0000906163,1980,1.02141,21.39704,0.0,0.0,0.0, ,0.0, ,0.0,0.0,13.1544,40.6095,247.4568,22.89804,22.45207,5308.475,24.28924,3050.0,49.79847,16929.2,3.44775,12.15887,12.14697,15.90489,15.91384,5.56151,16.99924,18.81225,1.430111,2.11061,0.0,20.07157,35.66652,25.71071,0.0,9.52692,0.0,3636606.0,0.0,0.0,NVR,33.24365,49.79847,18689.0,18690.0,450030.0
NXPI,NXP Semiconductors,reports,Information Technology,Semiconductors,"Eindhoven, Netherlands",2021-03-22,0001413447,1953,1.42863,0.0,1.7766,0.0,2.25,2021-03-12 00:00:00.000,0.5625,2021-04-05 00:00:00.000,1.13,0.0,69.36238,1761.144,1.44229,52.78535,50.2839,216.43,6.21176,96.1,91.66566,55105.95,275.0028,14.21893,5.03385,19.16634,8.53898,6.63684,24.84488,138.5574,1.997587,6.01725,1.31038,2.37,4.91378,2.68281,2.3933,4.0209,0.0,275750318.0,0.0,0.0,NXPI,47.17952,91.66566,2741009.0,2741010.0,87951660.0
ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",2009-03-27,0000898173,1957,1.08586,0.0,0.7941,0.0,0.0, ,0.0, ,0.0,0.0,49.53879,77.88674,26.637,53.08472,52.62813,568.63,19.48476,397.69,0.0,37964.29,68.84487,16.22858,15.9873,22.35935,21.98953,0.0,16.69566,20.43023,0.412409,3.10701,0.18049,17.0165,3835.34,31.42719,9.26642,19.60716,0.0,69761656.0,0.0,0.0,ORLY,100.1695,0.0,498452.0,498450.0,11477410.0
OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1982-12-31,0000797468,1920,2.47966,0.0,1.16719,0.0,0.04,2021-06-09 00:00:00.000,0.01,2021-07-15 00:00:00.000,0.16,0.0,0.0,104.3298,0.0,57.95455,51.4296,32.52,0.0,8.52,193.8033,23447.48,931.2068,5.57004,0.0,1.47168,0.0,2.74625,0.0,0.0,0.0,1.40843,0.91542,0.0,0.0,0.0,28.11456,0.0,0.0,933418685.0,0.0,0.0,OXY,66.31385,196.8579,19610933.0,19610930.0,407052670.0
ODFL,Old Dominion Freight Line,reports,Industrials,Trucking,"Thomasville, North Carolina",2019-12-09,0000878927,1934,1.021,16.38824,2.38052,0.0,0.8,2021-06-01 00:00:00.000,0.2,2021-06-16 00:00:00.000,0.3,0.0,22.46709,52.95023,6.27105,88.97875,90.61464,276.09,1220.167,153.57,3.13088,30491.75,101.9885,17.69697,17.78561,23.93728,23.91194,9.5528,30.53184,41.92918,1.866249,7.33984,0.0,17.83221,23.80374,20.11967,4.94937,1.18341,0.0,115964663.0,0.0,0.0,ODFL,3.03583,3.13088,638762.0,638760.0,14124820.0
OMC,Omnicom Group,reports,Communication Services,Advertising,"New York, New York",0000029989,1986,,0.9428,6.99458,1.01931,0.0,2.8,2021-06-10 00:00:00.000,0.7,2021-07-09 00:00:00.000,3.38,0.0,0.0,11.86682,4.50804,25.73463,26.53153,86.38,9.79789,44.5,179.1978,17828.04,212.5786,8.92935,8.00995,13.58079,12.46295,5.55183,13.9773,18.38715,0.0,1.35152,0.0,4.28726,34.4596,9.78796,0.0,0.0,0.0,215080771.0,0.0,0.0,OMC,59.61933,179.3815,1759266.0,1759270.0,41222800.0
OKE,Oneok,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",2010-03-15,0001039684,1906,1.95353,53.35986,0.97541,0.0,3.74,2021-04-23 00:00:00.000,0.935,2021-05-14 00:00:00.000,7.02,0.0,33.97347,351.7022,2.57284,0.0,0.0,55.1,4.36556,23.28,223.6976,23729.28,442.8661,12.0881,11.88346,20.80713,22.04158,3.89196,13.61271,20.70086,0.609324,2.47174,0.71662,5.05363,19.55362,5.43128,24.27867,0.8315,0.0,445536572.0,0.0,0.0,OKE,69.93531,232.6161,2719241.0,2719240.0,62673750.0
ORCL,Oracle Corp.,reports,Information Technology,Application Software,"Austin, Texas",1989-08-31,0001341439,1977,0.77695,0.0,2.1602,0.0,1.28,2021-04-07 00:00:00.000,0.32,2021-04-22 00:00:00.000,1.62,0.0,31.83172,113.3613,4.18774,81.0114,80.59258,80.7233,6.32109,50.91,713.9438,227885.8,1737.869,49.78681,32.32471,38.45315,37.74155,25.70695,14.187,18.87175,0.59286,5.7415,0.0,11.94527,110.9142,14.46123,2.90816,0.0,0.0,2883535000.0,0.0,0.0,ORCL,87.79138,778.6404,10195017.0,10195020.0,306258630.0
OTIS,Otis Worldwide,reports,Industrials,Industrial Machinery,"Farmington, Connecticut",2020-04-03,0001781335,2020 (1853),0.0,0.0,0.99234,0.0,0.96,2021-05-20 00:00:00.000,0.24,2021-06-10 00:00:00.000,1.24,0.0,3.68491,86.411,2.41309,29.90023,29.55751,79.69,18.75,50.18,0.0,33288.66,429.066,10.32864,9.13775,14.93545,13.78239,0.0,23.69299,32.14551,8.723554,2.52225,0.88507,12.04254,0.0,34.3443,0.0,1.65601,0.0,429143424.0,0.0,0.0,OTIS,230.8121,0.0,3575036.0,3575040.0,59527760.0
PCAR,Paccar,reports,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",1980-12-31,0000075362,1905,1.00596,8.69664,4.39989,0.0,1.36,2021-05-11 00:00:00.000,0.34,2021-06-02 00:00:00.000,1.48,0.0,0.0,30.38827,4.05133,19.75537,19.75449,103.19,26.41004,67.51,98.57245,31948.8,341.1123,8.04208,7.2588,10.79805,9.79018,2.98114,12.84477,22.716,0.0,1.6458,4.0802,5.05071,13.84518,5.94415,4.97252,0.0,0.0,347156397.0,0.0,0.0,PCAR,49.64055,98.57245,1773271.0,1773270.0,39964310.0
PKG,Packaging Corporation of America,reports,Materials,Paper Packaging,"Lake Forest, Illinois",2017-07-26,0000075677,1959,0.91448,15.03965,3.54542,0.0,4.0,2021-06-14 00:00:00.000,1.0,2021-07-15 00:00:00.000,2.66,0.0,0.0,17.20685,5.10281,22.33842,20.93182,156.54,10.8766,91.51,74.86792,14264.31,93.41396,9.21315,7.19138,13.18614,11.14597,4.2823,15.91466,29.42692,0.0,2.11114,2.55311,6.52364,14.88019,7.28147,5.42527,0.0,0.0,94995483.0,0.0,0.0,PKG,42.83066,74.91895,355275.0,355280.0,11501080.0
PH,Parker-Hannifin,reports,Industrials,Industrial Machinery,"Cleveland, Ohio",1985-11-30,0000076334,1917,1.78404,5.24129,1.66271,0.0,4.12,2021-05-06 00:00:00.000,1.03,2021-06-04 00:00:00.000,1.35,0.0,15.28236,26.83092,11.75057,27.61663,26.8674,324.68,10.91462,163.86,88.90325,39467.89,128.4394,12.59188,11.34106,15.94501,14.4636,5.33913,18.51187,26.02597,1.703007,2.91289,1.03762,7.64369,22.44384,9.18237,9.80159,0.0,0.0,129055945.0,0.0,0.0,PH,47.70711,91.42467,879269.0,879270.0,18764740.0
PAYX,Paychex Inc.,reports,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",0000723531,1971,,0.88151,9.41573,1.23641,0.0,2.64,2021-05-11 00:00:00.000,0.66,2021-05-27 00:00:00.000,2.62,0.0,0.0,0.0,2.91612,0.0,0.0,102.61,55.12941,66.74,26.78403,36306.28,321.6348,31.52829,26.76339,42.15166,35.67352,12.19602,29.01021,34.54933,0.0,9.20848,0.0,11.03027,36.79091,25.16245,13.0121,0.0,0.0,360360068.0,0.0,0.0,PAYX,21.27176,27.01922,1629250.0,1629250.0,40502530.0
PAYC,Paycom,reports,Information Technology,Application Software,"Oklahoma City, Oklahoma",2020-01-28,0001590955,1998,1.40751,45.83911,1.08189,0.0,0.0, ,0.0, ,0.0,0.0,0.0,2.66557,2.49264,86.67404,85.1052,471.08,0.0,257.87,3.84774,19874.92,50.58979,23.7386,16.64869,34.73427,21.96866,25.57881,98.74757,132.486,0.0,22.8116,1.08144,5.07493,21.56915,16.17995,23.19606,11.68677,0.0,60183272.0,0.0,0.0,PAYC,3.92546,4.08585,435130.0,435130.0,8378380.0
PYPL,PayPal,reports,Information Technology,Data Processing & Outsourced Services,"San Jose, California",2015-07-20,0001633917,1998,1.16489,8.72812,1.2925,0.0,0.0, ,0.0, ,0.0,0.0,177.7959,1200.395,4.38887,49.17951,48.44549,309.14,6.74847,140.02,45.99558,294492.6,1173.279,18.18333,22.8038,17.27167,17.19795,15.13863,45.93551,57.11949,0.321264,12.87737,0.0,8.22665,29.45662,17.99827,0.0,25.22725,0.0,1174728054.0,0.0,0.0,PYPL,31.50477,45.99558,7289836.0,7289840.0,181236720.0
PENN,Penn National Gaming,reports,Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania",2021-03-22,0000921738,1972,2.59048,0.0,2.47831,0.0,0.0, ,0.0, ,0.0,0.0,96.64158,110.0115,0.0,48.94502,50.20736,142.0,1.73196,26.71,238.987,12128.69,153.7124,7.12997,0.81338,16.98172,9.78462,4.43854,31.69241,0.0,0.0,3.24513,0.0,0.21092,1.50976,0.22463,24.08994,0.0,0.0,156357939.0,0.0,0.0,PENN,70.90736,243.6854,4792201.0,4792200.0,112667310.0
